"year","model","experiment","ensemble","GPP","Rs"
1849,"CESM2","historical","r10i1p1f1",95.8317261873403,26.9410781833979
1850,"CESM2","historical","r10i1p1f1",95.9035556726334,26.9888389372693
1851,"CESM2","historical","r10i1p1f1",95.7140828226648,27.133881833811
1852,"CESM2","historical","r10i1p1f1",96.6497534231269,27.2764673718572
1853,"CESM2","historical","r10i1p1f1",96.1901421761695,27.0543923444459
1854,"CESM2","historical","r10i1p1f1",95.140035310658,26.8663908999826
1855,"CESM2","historical","r10i1p1f1",95.8155080508304,27.0203628219855
1856,"CESM2","historical","r10i1p1f1",96.1859880906852,26.9566070180206
1857,"CESM2","historical","r10i1p1f1",94.1159956469084,26.6306477157774
1858,"CESM2","historical","r10i1p1f1",96.7487900322744,27.5172321406261
1859,"CESM2","historical","r10i1p1f1",96.8437077838423,27.2359430478492
1860,"CESM2","historical","r10i1p1f1",95.2611917838336,26.8673436060737
1861,"CESM2","historical","r10i1p1f1",96.6197765812947,27.0269336685507
1862,"CESM2","historical","r10i1p1f1",98.7816731624524,27.3681977187185
1863,"CESM2","historical","r10i1p1f1",96.9866203053882,27.1329245626629
1864,"CESM2","historical","r10i1p1f1",97.1562783206818,27.6171284052513
1865,"CESM2","historical","r10i1p1f1",96.7980547416114,27.1146362616308
1866,"CESM2","historical","r10i1p1f1",96.9182762507886,27.0072395274976
1867,"CESM2","historical","r10i1p1f1",96.6535065643486,27.0834738923335
1868,"CESM2","historical","r10i1p1f1",97.0412432650798,27.1923561244136
1869,"CESM2","historical","r10i1p1f1",96.0956012513769,27.106820862353
1870,"CESM2","historical","r10i1p1f1",97.6114646931288,27.5674704153401
1871,"CESM2","historical","r10i1p1f1",97.3989434207122,26.9524481702975
1872,"CESM2","historical","r10i1p1f1",96.246143791094,27.0804970576365
1873,"CESM2","historical","r10i1p1f1",97.9262850963747,27.5674347596942
1874,"CESM2","historical","r10i1p1f1",100.211871634811,27.684406128387
1875,"CESM2","historical","r10i1p1f1",98.0059641443145,27.1829601785123
1876,"CESM2","historical","r10i1p1f1",97.7918615566765,27.6800898883062
1877,"CESM2","historical","r10i1p1f1",98.2227210913026,27.238475674015
1878,"CESM2","historical","r10i1p1f1",96.997789985149,26.9964827986738
1879,"CESM2","historical","r10i1p1f1",95.7999482279553,27.0412486222279
1880,"CESM2","historical","r10i1p1f1",96.9829216052126,27.3125098416888
1881,"CESM2","historical","r10i1p1f1",95.5235411457545,27.0678738672673
1882,"CESM2","historical","r10i1p1f1",95.6686758013628,27.1123664626166
1883,"CESM2","historical","r10i1p1f1",97.0050228440701,26.7995986670719
1884,"CESM2","historical","r10i1p1f1",97.2123844940327,27.0851515096409
1885,"CESM2","historical","r10i1p1f1",96.7044247374514,26.8509964658373
1886,"CESM2","historical","r10i1p1f1",97.9499633942915,27.138498939196
1887,"CESM2","historical","r10i1p1f1",97.4919540202281,27.1169281041516
1888,"CESM2","historical","r10i1p1f1",98.0784115268805,27.1967613444332
1889,"CESM2","historical","r10i1p1f1",97.5099950197136,27.0010619572111
1890,"CESM2","historical","r10i1p1f1",98.2376050730323,27.1645011803943
1891,"CESM2","historical","r10i1p1f1",96.7256700400861,27.177962184524
1892,"CESM2","historical","r10i1p1f1",96.898328948369,27.1723149526669
1893,"CESM2","historical","r10i1p1f1",97.1469381428528,27.2860833353588
1894,"CESM2","historical","r10i1p1f1",99.6913671194926,27.5355498651741
1895,"CESM2","historical","r10i1p1f1",97.7694434938438,26.9684686628344
1896,"CESM2","historical","r10i1p1f1",97.2196185453967,27.1923660088078
1897,"CESM2","historical","r10i1p1f1",99.0864588293841,27.539836737635
1898,"CESM2","historical","r10i1p1f1",99.7511123803581,27.4458133562926
1899,"CESM2","historical","r10i1p1f1",96.8170933284017,26.9191967362764
1900,"CESM2","historical","r10i1p1f1",98.5090415783169,27.4194905380051
1901,"CESM2","historical","r10i1p1f1",99.343971238968,27.3755822748279
1902,"CESM2","historical","r10i1p1f1",98.895076601613,26.8949775882839
1903,"CESM2","historical","r10i1p1f1",98.2312498015386,27.1741237421602
1904,"CESM2","historical","r10i1p1f1",99.0130551869101,27.1460818190653
1905,"CESM2","historical","r10i1p1f1",97.8383536009621,26.9344317123436
1906,"CESM2","historical","r10i1p1f1",97.7406457538304,26.8959748414004
1907,"CESM2","historical","r10i1p1f1",98.5965777477124,27.5522477504323
1908,"CESM2","historical","r10i1p1f1",99.5583680649052,27.4776949405005
1909,"CESM2","historical","r10i1p1f1",98.3677711551476,27.1587568360713
1910,"CESM2","historical","r10i1p1f1",98.7597903412488,27.4388522382678
1911,"CESM2","historical","r10i1p1f1",100.355881325404,27.3058054283336
1912,"CESM2","historical","r10i1p1f1",99.0869582085589,27.2920525857006
1913,"CESM2","historical","r10i1p1f1",98.952247244538,27.3571521636642
1914,"CESM2","historical","r10i1p1f1",99.6677625889312,27.1802788640775
1915,"CESM2","historical","r10i1p1f1",99.6904811517128,26.9722211007714
1916,"CESM2","historical","r10i1p1f1",99.6387424063029,27.3534406999607
1917,"CESM2","historical","r10i1p1f1",99.1770382295348,27.3528040265216
1918,"CESM2","historical","r10i1p1f1",98.9193482961921,27.1798998265015
1919,"CESM2","historical","r10i1p1f1",100.033215936343,27.3608026331508
1920,"CESM2","historical","r10i1p1f1",100.536608185037,27.8667754931507
1921,"CESM2","historical","r10i1p1f1",101.27524381631,27.645194930365
1922,"CESM2","historical","r10i1p1f1",101.002675424376,27.6759819711323
1923,"CESM2","historical","r10i1p1f1",98.0071704569929,27.0971214264573
1924,"CESM2","historical","r10i1p1f1",99.8502281859674,27.4483648262944
1925,"CESM2","historical","r10i1p1f1",98.0657886877677,27.1351954424886
1926,"CESM2","historical","r10i1p1f1",100.278175257074,27.2601272704046
1927,"CESM2","historical","r10i1p1f1",100.372502436691,27.3618029553147
1928,"CESM2","historical","r10i1p1f1",100.161344104061,27.190369345129
1929,"CESM2","historical","r10i1p1f1",100.919691072766,27.5496350531511
1930,"CESM2","historical","r10i1p1f1",99.9790118975996,27.5417396091359
1931,"CESM2","historical","r10i1p1f1",100.462463339181,27.443727566718
1932,"CESM2","historical","r10i1p1f1",101.50297672179,27.6231245823775
1933,"CESM2","historical","r10i1p1f1",101.854282469716,27.5025787950304
1934,"CESM2","historical","r10i1p1f1",101.305655957211,27.7054324970942
1935,"CESM2","historical","r10i1p1f1",102.030510141569,27.817400916563
1936,"CESM2","historical","r10i1p1f1",100.49464896318,27.4893706806122
1937,"CESM2","historical","r10i1p1f1",101.449490714294,27.5597838102474
1938,"CESM2","historical","r10i1p1f1",102.099227482887,27.7147009993303
1939,"CESM2","historical","r10i1p1f1",100.465478552848,27.3930915213287
1941,"CESM2","historical","r10i1p1f1",101.763529039867,27.3980109027502
1942,"CESM2","historical","r10i1p1f1",98.6333960711534,27.0952843314333
1943,"CESM2","historical","r10i1p1f1",99.1363515935685,27.1829580970577
1944,"CESM2","historical","r10i1p1f1",99.7372498965176,27.0343223980367
1945,"CESM2","historical","r10i1p1f1",100.480665597993,27.3895249187163
1946,"CESM2","historical","r10i1p1f1",102.259085983502,27.5469709769044
1947,"CESM2","historical","r10i1p1f1",102.198729139006,27.6386568426951
1948,"CESM2","historical","r10i1p1f1",100.52215029715,27.3710969964337
1949,"CESM2","historical","r10i1p1f1",101.688357252632,27.4866469041979
1950,"CESM2","historical","r10i1p1f1",100.021424509955,27.3687732664438
1951,"CESM2","historical","r10i1p1f1",99.767526020364,27.2760986488136
1952,"CESM2","historical","r10i1p1f1",100.009324380221,27.3340930164989
1953,"CESM2","historical","r10i1p1f1",101.0519770046,27.4367333078359
1954,"CESM2","historical","r10i1p1f1",100.73552413358,27.5606677744858
1955,"CESM2","historical","r10i1p1f1",98.4579802796779,27.021674096028
1956,"CESM2","historical","r10i1p1f1",100.262572826835,27.1442122196877
1957,"CESM2","historical","r10i1p1f1",99.6857623803965,27.1982453509214
1958,"CESM2","historical","r10i1p1f1",100.434506125497,27.4160718990203
1959,"CESM2","historical","r10i1p1f1",101.30930288034,27.5720342519685
1960,"CESM2","historical","r10i1p1f1",101.469072323148,27.3464063180507
1961,"CESM2","historical","r10i1p1f1",100.651482638382,27.3625047885018
1962,"CESM2","historical","r10i1p1f1",101.190190775438,27.2267307566234
1963,"CESM2","historical","r10i1p1f1",102.330914823032,27.354440216558
1964,"CESM2","historical","r10i1p1f1",99.5222963098566,26.7975493713704
1965,"CESM2","historical","r10i1p1f1",102.169735483961,27.3082529049213
1966,"CESM2","historical","r10i1p1f1",102.140639004733,27.2583675851155
1967,"CESM2","historical","r10i1p1f1",102.362445342528,27.0969515767761
1968,"CESM2","historical","r10i1p1f1",101.165192041058,27.1621033176075
1969,"CESM2","historical","r10i1p1f1",100.654144951475,27.5270267264788
1970,"CESM2","historical","r10i1p1f1",101.297522031822,27.3614129365875
1971,"CESM2","historical","r10i1p1f1",100.34122758978,27.0944417229885
1972,"CESM2","historical","r10i1p1f1",103.802829659087,27.7266516934475
1973,"CESM2","historical","r10i1p1f1",103.468040912142,27.5873561955377
1974,"CESM2","historical","r10i1p1f1",103.897724677896,27.708583979081
1975,"CESM2","historical","r10i1p1f1",104.961193178772,27.7526472606523
1976,"CESM2","historical","r10i1p1f1",103.638059862332,27.7010463094543
1977,"CESM2","historical","r10i1p1f1",103.271493143143,27.8750540600233
1978,"CESM2","historical","r10i1p1f1",105.897930462838,28.2089134042322
1979,"CESM2","historical","r10i1p1f1",103.863689968265,27.5451590463258
1980,"CESM2","historical","r10i1p1f1",103.771473594234,27.7221291512717
1981,"CESM2","historical","r10i1p1f1",104.961102222181,27.6847317791343
1982,"CESM2","historical","r10i1p1f1",105.279313827911,27.9702283696429
1983,"CESM2","historical","r10i1p1f1",105.343080576596,28.1559206529806
1984,"CESM2","historical","r10i1p1f1",104.815789588534,27.8911182922159
1985,"CESM2","historical","r10i1p1f1",106.84431816492,28.2123119174804
1986,"CESM2","historical","r10i1p1f1",107.599577707351,28.5235717577919
1987,"CESM2","historical","r10i1p1f1",111.577643683568,29.2650608557435
1988,"CESM2","historical","r10i1p1f1",109.53462857215,28.762952942807
1989,"CESM2","historical","r10i1p1f1",108.783809674278,28.759271803615
1990,"CESM2","historical","r10i1p1f1",108.105175188394,28.3476703924651
1991,"CESM2","historical","r10i1p1f1",107.897908423957,28.5374748015056
1992,"CESM2","historical","r10i1p1f1",106.695069896603,28.8856452065987
1993,"CESM2","historical","r10i1p1f1",109.452923598349,29.4629238342443
1994,"CESM2","historical","r10i1p1f1",110.128108711444,29.3078781880014
1995,"CESM2","historical","r10i1p1f1",108.660890622715,28.7292788904931
1996,"CESM2","historical","r10i1p1f1",112.398249613383,29.8197389501791
1997,"CESM2","historical","r10i1p1f1",113.137446966857,29.8248420086668
1998,"CESM2","historical","r10i1p1f1",113.602529752927,29.9583809336316
1999,"CESM2","historical","r10i1p1f1",113.641518339338,29.7689544476125
2000,"CESM2","historical","r10i1p1f1",113.57341395652,29.9115292015635
2001,"CESM2","historical","r10i1p1f1",113.350711405604,30.2788329911965
2002,"CESM2","historical","r10i1p1f1",113.687387577286,30.17168302806
2003,"CESM2","historical","r10i1p1f1",113.915413856867,30.0713929498667
2004,"CESM2","historical","r10i1p1f1",115.000445358775,30.0795763115531
2005,"CESM2","historical","r10i1p1f1",114.76742307077,30.4771723730133
2006,"CESM2","historical","r10i1p1f1",115.671869353703,30.4334466107248
2007,"CESM2","historical","r10i1p1f1",117.434470776965,30.8052511386317
2008,"CESM2","historical","r10i1p1f1",114.967694906029,30.2256584055627
2009,"CESM2","historical","r10i1p1f1",113.232801433796,30.4663964067853
2010,"CESM2","historical","r10i1p1f1",117.342998241813,31.4034548827727
2011,"CESM2","historical","r10i1p1f1",116.776378342995,30.690613972821
2012,"CESM2","historical","r10i1p1f1",117.39315677815,31.0664771281726
1849,"CESM2","historical","r11i1p1f1",96.8782096193958,27.18631766423
1850,"CESM2","historical","r11i1p1f1",95.6257436009731,26.8915320817009
1851,"CESM2","historical","r11i1p1f1",95.9209000888849,27.3042877889008
1852,"CESM2","historical","r11i1p1f1",96.0630607230428,26.9853230864494
1853,"CESM2","historical","r11i1p1f1",94.8336595707745,26.794113152926
1854,"CESM2","historical","r11i1p1f1",97.0093169482577,27.7310041329787
1855,"CESM2","historical","r11i1p1f1",99.1389179659748,27.8945650537933
1856,"CESM2","historical","r11i1p1f1",97.7255622254314,27.4964486016139
1857,"CESM2","historical","r11i1p1f1",97.6216978127474,27.280199438076
1858,"CESM2","historical","r11i1p1f1",96.4552963165426,27.0868766425618
1859,"CESM2","historical","r11i1p1f1",97.1354026512936,27.1571525586122
1860,"CESM2","historical","r11i1p1f1",94.0311083139527,26.4708886562066
1861,"CESM2","historical","r11i1p1f1",95.4586711815979,27.2176772669442
1862,"CESM2","historical","r11i1p1f1",97.2925311402883,27.233979875797
1863,"CESM2","historical","r11i1p1f1",96.2544427790086,26.865463256541
1864,"CESM2","historical","r11i1p1f1",96.3560437354695,26.9363462201473
1865,"CESM2","historical","r11i1p1f1",95.8960561796274,26.9607671665403
1866,"CESM2","historical","r11i1p1f1",96.6839638975102,26.8283011851388
1867,"CESM2","historical","r11i1p1f1",95.4371645317461,27.0002761261699
1868,"CESM2","historical","r11i1p1f1",97.0718057555417,27.2213502301082
1869,"CESM2","historical","r11i1p1f1",98.7097431853176,27.4785564569188
1870,"CESM2","historical","r11i1p1f1",97.1395450330007,26.805856147426
1871,"CESM2","historical","r11i1p1f1",94.9181727848488,26.707052381789
1872,"CESM2","historical","r11i1p1f1",97.6527194990011,27.423325498509
1873,"CESM2","historical","r11i1p1f1",97.9669289818286,27.1210238659797
1874,"CESM2","historical","r11i1p1f1",98.2604222482208,27.69482834085
1875,"CESM2","historical","r11i1p1f1",97.3886120273947,27.4082679298198
1876,"CESM2","historical","r11i1p1f1",96.80791118812,27.0906252482769
1877,"CESM2","historical","r11i1p1f1",96.806652269263,27.4095067867072
1878,"CESM2","historical","r11i1p1f1",99.5116950309966,27.6610499440513
1879,"CESM2","historical","r11i1p1f1",99.577275534906,27.4334284066226
1880,"CESM2","historical","r11i1p1f1",97.9845282311176,27.3043320800817
1881,"CESM2","historical","r11i1p1f1",98.7943585272507,27.389205821911
1882,"CESM2","historical","r11i1p1f1",97.7871382221356,26.8458809723676
1883,"CESM2","historical","r11i1p1f1",97.1472913829616,26.9726282314905
1884,"CESM2","historical","r11i1p1f1",98.9771156714596,27.2710934920302
1885,"CESM2","historical","r11i1p1f1",98.6550462708451,27.1809268864241
1886,"CESM2","historical","r11i1p1f1",97.1107773619345,27.2135009986713
1887,"CESM2","historical","r11i1p1f1",97.0193697734277,27.4212659117945
1888,"CESM2","historical","r11i1p1f1",98.6841347456538,27.8728944111334
1889,"CESM2","historical","r11i1p1f1",100.885359910945,27.7598457037593
1890,"CESM2","historical","r11i1p1f1",98.4726422061716,27.3360562008662
1891,"CESM2","historical","r11i1p1f1",98.6267995702211,27.7361996090835
1892,"CESM2","historical","r11i1p1f1",98.4627623372463,27.1100943937715
1893,"CESM2","historical","r11i1p1f1",99.2405306234634,27.5745284740346
1894,"CESM2","historical","r11i1p1f1",99.3515042123691,27.4030640036027
1895,"CESM2","historical","r11i1p1f1",100.227420282281,27.5236217785475
1896,"CESM2","historical","r11i1p1f1",100.283795675658,27.812568824031
1897,"CESM2","historical","r11i1p1f1",99.6042397083813,27.4215308518868
1898,"CESM2","historical","r11i1p1f1",98.949536507626,27.4235793363177
1899,"CESM2","historical","r11i1p1f1",99.7274584132682,27.382086500454
1900,"CESM2","historical","r11i1p1f1",98.5339184398728,27.2646424066935
1901,"CESM2","historical","r11i1p1f1",98.4029959123291,27.5622564868743
1902,"CESM2","historical","r11i1p1f1",99.0123259362934,27.0133967632171
1903,"CESM2","historical","r11i1p1f1",98.7880676468742,27.3127645887627
1904,"CESM2","historical","r11i1p1f1",98.3969594363603,27.3139002275388
1905,"CESM2","historical","r11i1p1f1",97.7616128756507,26.922854460438
1906,"CESM2","historical","r11i1p1f1",98.7142638514414,27.2423557804831
1907,"CESM2","historical","r11i1p1f1",96.8062969542744,26.9577976362472
1908,"CESM2","historical","r11i1p1f1",98.3128444773543,27.4939496014159
1909,"CESM2","historical","r11i1p1f1",99.3101811504241,27.21210121587
1910,"CESM2","historical","r11i1p1f1",98.062322064159,26.984209042258
1911,"CESM2","historical","r11i1p1f1",97.1976184264843,26.5828368813317
1912,"CESM2","historical","r11i1p1f1",98.7523992723137,27.3239962481559
1913,"CESM2","historical","r11i1p1f1",98.2247693991152,26.6662734642141
1914,"CESM2","historical","r11i1p1f1",98.4431232849584,26.9263010129798
1915,"CESM2","historical","r11i1p1f1",99.4352029466507,27.1971617069837
1916,"CESM2","historical","r11i1p1f1",100.584523892715,27.3640012653999
1917,"CESM2","historical","r11i1p1f1",100.563158679391,27.5093647333183
1918,"CESM2","historical","r11i1p1f1",99.1102862258074,27.3142198893709
1919,"CESM2","historical","r11i1p1f1",100.714277564006,27.8876946851511
1920,"CESM2","historical","r11i1p1f1",100.96254220338,27.3832299516629
1921,"CESM2","historical","r11i1p1f1",98.1158024682255,26.9112704282458
1922,"CESM2","historical","r11i1p1f1",99.9471078005322,27.4037267704543
1923,"CESM2","historical","r11i1p1f1",99.8359732952942,27.3750100925395
1924,"CESM2","historical","r11i1p1f1",101.544732781046,27.7299021305029
1925,"CESM2","historical","r11i1p1f1",101.225778451231,27.411527329761
1926,"CESM2","historical","r11i1p1f1",99.5680183775715,27.4599548557057
1927,"CESM2","historical","r11i1p1f1",98.1995228725213,27.2824518548131
1928,"CESM2","historical","r11i1p1f1",100.044341693447,27.7814407539444
1929,"CESM2","historical","r11i1p1f1",99.5860523966075,27.2405723423706
1930,"CESM2","historical","r11i1p1f1",99.0358351875851,27.1060889239055
1931,"CESM2","historical","r11i1p1f1",99.9092334549501,27.1394906802208
1932,"CESM2","historical","r11i1p1f1",100.250208556621,27.0690491110998
1933,"CESM2","historical","r11i1p1f1",98.0344604377894,27.0065201230661
1934,"CESM2","historical","r11i1p1f1",99.437159581259,27.4690280006614
1935,"CESM2","historical","r11i1p1f1",101.008801170895,27.3730093546373
1936,"CESM2","historical","r11i1p1f1",99.5295529596014,27.2953380505336
1937,"CESM2","historical","r11i1p1f1",100.051253514096,27.5697838082979
1938,"CESM2","historical","r11i1p1f1",101.711312450794,27.6680822373792
1939,"CESM2","historical","r11i1p1f1",99.7177253370529,27.2738916079164
1941,"CESM2","historical","r11i1p1f1",100.785575301475,27.4616375686998
1942,"CESM2","historical","r11i1p1f1",100.19380301851,27.235972434117
1943,"CESM2","historical","r11i1p1f1",100.866705472133,27.2737144368094
1944,"CESM2","historical","r11i1p1f1",100.582822209728,27.1408847376305
1945,"CESM2","historical","r11i1p1f1",99.5685997213465,27.2715226603204
1946,"CESM2","historical","r11i1p1f1",101.096217818688,27.6662026131166
1947,"CESM2","historical","r11i1p1f1",99.5318634462256,26.9068292202011
1948,"CESM2","historical","r11i1p1f1",99.8216871237265,27.0480475781626
1949,"CESM2","historical","r11i1p1f1",99.71707771912,27.1484694584733
1950,"CESM2","historical","r11i1p1f1",99.3322199653609,27.2664181217297
1951,"CESM2","historical","r11i1p1f1",101.942213996825,27.5412449880733
1952,"CESM2","historical","r11i1p1f1",97.8202714424448,26.6171206869918
1953,"CESM2","historical","r11i1p1f1",99.4537032423428,27.2302677039063
1954,"CESM2","historical","r11i1p1f1",101.79907168738,27.5426620404151
1955,"CESM2","historical","r11i1p1f1",100.08078038305,26.9627987621003
1956,"CESM2","historical","r11i1p1f1",98.7894822548906,26.9413033800141
1957,"CESM2","historical","r11i1p1f1",99.9479270641423,27.254421949416
1958,"CESM2","historical","r11i1p1f1",102.313608896942,27.8407915585165
1959,"CESM2","historical","r11i1p1f1",101.188094462133,27.292179639336
1960,"CESM2","historical","r11i1p1f1",99.936312266698,27.3404588740247
1961,"CESM2","historical","r11i1p1f1",100.512216116475,27.1997155095236
1962,"CESM2","historical","r11i1p1f1",99.5392457783176,26.789544065935
1963,"CESM2","historical","r11i1p1f1",98.7789326237716,26.5960237370296
1964,"CESM2","historical","r11i1p1f1",101.288895231861,27.3708535069519
1965,"CESM2","historical","r11i1p1f1",102.060256144217,27.1440911048879
1966,"CESM2","historical","r11i1p1f1",101.768833220002,27.2212286029893
1967,"CESM2","historical","r11i1p1f1",101.726668002952,27.1428145842948
1968,"CESM2","historical","r11i1p1f1",101.062763639056,27.1530811544131
1969,"CESM2","historical","r11i1p1f1",102.870378602057,27.588699064529
1970,"CESM2","historical","r11i1p1f1",103.364462795169,27.5696862012393
1971,"CESM2","historical","r11i1p1f1",103.609134801712,27.617649391204
1972,"CESM2","historical","r11i1p1f1",101.428239448096,27.2923485803377
1973,"CESM2","historical","r11i1p1f1",102.781783145418,27.7580397659168
1974,"CESM2","historical","r11i1p1f1",103.327619944455,27.5646720083655
1975,"CESM2","historical","r11i1p1f1",103.677156350606,27.662775833563
1976,"CESM2","historical","r11i1p1f1",105.503493231089,28.0924328714564
1977,"CESM2","historical","r11i1p1f1",105.390280734423,27.8601831615077
1978,"CESM2","historical","r11i1p1f1",105.364417688999,27.9312696673992
1979,"CESM2","historical","r11i1p1f1",105.30288860746,28.1282882354652
1980,"CESM2","historical","r11i1p1f1",107.13710445064,28.4628309889424
1981,"CESM2","historical","r11i1p1f1",107.269769788953,28.057590997678
1982,"CESM2","historical","r11i1p1f1",106.374449489296,28.1295781819367
1983,"CESM2","historical","r11i1p1f1",106.266969295249,28.3185200989667
1984,"CESM2","historical","r11i1p1f1",105.445306076601,28.1858581954564
1985,"CESM2","historical","r11i1p1f1",106.322412883793,28.0988581441168
1986,"CESM2","historical","r11i1p1f1",106.535472539231,28.3778344745764
1987,"CESM2","historical","r11i1p1f1",106.617868277175,28.2869550707358
1988,"CESM2","historical","r11i1p1f1",108.654560682912,28.928981114526
1989,"CESM2","historical","r11i1p1f1",109.12785680809,28.7882683647342
1990,"CESM2","historical","r11i1p1f1",108.612902429113,28.6412193241979
1991,"CESM2","historical","r11i1p1f1",111.138212700105,29.2214418471396
1992,"CESM2","historical","r11i1p1f1",112.012671326876,29.3524322873453
1993,"CESM2","historical","r11i1p1f1",111.025791972896,29.0726218389433
1994,"CESM2","historical","r11i1p1f1",112.103958819063,29.3682922782505
1995,"CESM2","historical","r11i1p1f1",112.452055313592,29.6615837423282
1996,"CESM2","historical","r11i1p1f1",112.321340904997,29.7149805348324
1997,"CESM2","historical","r11i1p1f1",112.277295475678,29.642218238558
1998,"CESM2","historical","r11i1p1f1",112.983574832403,29.912018328146
1999,"CESM2","historical","r11i1p1f1",114.948165908,30.0184262931836
